contrast_0,contrast_45,contrast_90,contrast_135,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,energy_0,energy_45,energy_90,energy_135,correlation_0,correlation_45,correlation_90,correlation_135,label
468.6553309,511.8890581,148.2767463,518.3547251,5.354901961,5.742314494,2.90435049,5.825759323,0.840089614,0.837553855,0.861495658,0.837678152,0.825752895,0.825175788,0.832034249,0.825206527,0.924783442,0.918118887,0.976202412,0.917084647,dress
221.6215686,263.3973702,93.17564338,286.7089889,3.630606618,4.04201461,2.095588235,4.223421761,0.850589933,0.846201204,0.868292922,0.84581117,0.831282445,0.83055743,0.836522301,0.830527133,0.960018536,0.9526398,0.983190722,0.948448251,dress
377.8699142,490.6579316,175.4719669,461.6449673,6.085784314,7.139346405,3.024785539,6.84509035,0.719028185,0.70331915,0.80360981,0.702352616,0.665824242,0.662834787,0.669210507,0.662819775,0.96426868,0.953724043,0.983407398,0.956460374,dress
286.9761029,341.9737793,90.11481311,326.3158631,5.421017157,5.984267589,2.490272672,5.879415609,0.782175839,0.778615794,0.817995887,0.779055465,0.761142477,0.760801303,0.767363206,0.760985211,0.963505403,0.956639351,0.988538917,0.958624701,dress
396.0890931,478.9707343,146.9311581,477.8426451,4.601072304,5.434340638,2.466758578,5.480261438,0.828079202,0.817781118,0.862241965,0.817518424,0.78941891,0.788772128,0.798605545,0.788834725,0.941802014,0.92976452,0.978386129,0.929929941,dress
350.1502757,460.2998539,135.3340993,366.9097732,4.521691176,5.321860823,2.246415441,4.614717416,0.816102873,0.811088156,0.860866314,0.812782342,0.782714125,0.781637954,0.788579691,0.782130823,0.952836243,0.93819593,0.981771198,0.950735336,dress
195.3572917,297.6425836,172.7721354,300.3159862,4.40903799,5.775824683,4.241099877,5.720338331,0.80237368,0.791533896,0.807902929,0.793963631,0.779750454,0.778622285,0.785039837,0.779250961,0.97358826,0.959887633,0.976642467,0.959527347,dress
369.0132353,536.3104037,221.4105699,454.4494271,5.643933824,7.192648981,4.518566176,6.634186851,0.767863554,0.758666945,0.779137124,0.75834696,0.735881732,0.735395873,0.741458004,0.73547232,0.958522765,0.939715289,0.975038222,0.948916985,dress
364.1873468,421.5964321,153.9040135,429.2394002,5.863357843,6.429311803,3.406709559,6.329165705,0.771083713,0.767274585,0.791173998,0.76841738,0.752672707,0.751073384,0.757254079,0.751166692,0.955503304,0.948644009,0.981195887,0.947712995,dress
349.3115196,451.0849981,184.57019,400.7465744,4.862898284,5.812841215,3.510079657,5.384175317,0.799269931,0.792224173,0.813518456,0.794438522,0.774346729,0.77315083,0.777434495,0.773750072,0.954218837,0.941063473,0.97581019,0.947640441,dress
