contrast_0,contrast_45,contrast_90,contrast_135,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,energy_0,energy_45,energy_90,energy_135,correlation_0,correlation_45,correlation_90,correlation_135,red,green,blue,hue,saturation,value,label
386.5157014,439.32007,369.8877737,435.8232467,4.06702544,4.578957648,3.857968444,4.571803876,0.924384828,0.918684363,0.927565233,0.91834306,0.815175492,0.812794355,0.816772334,0.812706247,0.418579471,0.340390431,0.443592216,0.345640677,24.24741364,24.24103546,24.24342728,13.390728,5.55997467,25.54549026,jahe
195.9970799,234.6435407,192.8805268,229.2021094,2.096310849,2.494069799,2.050773606,2.449056185,0.958913819,0.954265878,0.959789801,0.95465571,0.903331442,0.901463988,0.903683102,0.901473589,0.504180869,0.407549368,0.512064898,0.421288418,12.39484024,12.37426376,12.35984421,6.313583374,3.470478058,13.27206039,jahe
129.110644,154.2948748,134.6486439,153.5896002,1.394003792,1.664385476,1.460150135,1.668061933,0.972763704,0.969731965,0.971877084,0.969480703,0.935497318,0.934216581,0.935045641,0.934149885,0.515911763,0.422597938,0.495147552,0.425237216,8.303237915,8.288749695,8.279975891,4.357959747,2.483535767,8.930088043,jahe
121.992715,149.7954818,123.4193447,146.2117333,1.446986607,1.755255227,1.435588919,1.712278982,0.967883953,0.964275829,0.968789795,0.964688733,0.935576645,0.9345513,0.93608925,0.934548151,0.606685616,0.51797178,0.602086047,0.529503957,8.222160339,8.215446472,8.215774536,4.284690857,2.470134735,8.820430756,jahe
182.0586931,237.8050942,191.0702361,206.7542174,2.083254342,2.688439459,2.17182149,2.371153603,0.955190566,0.948245396,0.954187679,0.95138053,0.903637326,0.90118191,0.903308966,0.901954149,0.587606861,0.462355262,0.567194222,0.53255704,12.44799042,12.44367218,12.42033386,6.206310272,3.956378937,13.40950394,jahe
185.8438035,230.1756351,194.6842435,227.5118815,2.011848704,2.49106736,2.125779721,2.47682875,0.959841803,0.953788367,0.957929687,0.953744551,0.903106563,0.900563341,0.901943565,0.900476786,0.536043779,0.426466635,0.513973756,0.433103965,12.56249619,12.57969666,12.57741928,5.694984436,4.25920105,13.62835693,jahe
250.3894401,288.9289869,245.039223,285.4065203,2.59760274,3.00267692,2.565458354,2.983475094,0.952509816,0.947614539,0.952785723,0.947917795,0.881448846,0.87914572,0.881206984,0.879095955,0.426505784,0.339496404,0.438759969,0.347548908,15.33593369,15.32519531,15.32064056,8.184326172,4.343624115,16.41405869,jahe
248.7751804,282.6211833,244.5258225,283.717809,2.582237647,2.941394985,2.545628975,2.952723067,0.953266973,0.948751721,0.953635053,0.948912683,0.881366784,0.879112185,0.881416519,0.879289748,0.416169132,0.338004766,0.426141615,0.335436095,15.34346008,15.34403229,15.33444214,8.027961731,3.959289551,16.26458359,jahe
240.253203,284.7014373,240.4699578,274.9158053,2.529797578,2.989372743,2.527580724,2.902960696,0.953003906,0.947612937,0.953121853,0.94812908,0.881508087,0.879221736,0.881546621,0.879360821,0.436981449,0.334092231,0.436473497,0.356980518,15.29550934,15.30527878,15.28281784,7.443695068,4.322509766,16.34720612,jahe
283.1693677,320.2162905,274.6240903,316.658438,2.983901052,3.366776322,2.894936399,3.377108697,0.944909651,0.940374024,0.945709602,0.939483775,0.863271222,0.861239811,0.863412931,0.86095171,0.424235832,0.350143967,0.44161082,0.357364373,17.68817902,17.72513962,17.73212433,8.563430786,4.102840424,18.61462021,jahe
